what,x,y,z
vt,0.127861,0.600973,
vt,0.123326,0.601553,
vt,0.126748,0.599048,
vt,0.12545,0.603494,
vt,0.121537,0.600931,
vt,0.121497,0.604064,
vt,0.119971,0.603441,
vt,0.119551,0.605402,
vt,0.123285,0.604222,
vt,0.117162,0.601089,
vt,0.122299,0.605049,
vt,0.121241,0.606323,
vt,0.114793,0.600402,
vt,0.11781,0.60399,
vt,0.117662,0.604906,
vt,0.124532,0.605919,
vt,0.119053,0.607114,
vt,0.118797,0.609523,
vt,0.861824,0.636847,
vt,0.858914,0.63847,
vt,0.858867,0.639298,
vt,0.99038,0.84453,
vt,0.991429,0.843417,
vt,0.862914,0.637962,
vt,0.922527,0.911179,
vt,0.925369,0.911632,
vt,0.068617,0.911826,
vt,0.066712,0.912447,
vt,0.067837,0.911167,
vt,0.923519,0.912293,
vt,0.066525,0.911414,
vt,0.065595,0.913042,
vt,0.769208,0.90904,
vt,0.772598,0.911656,
vt,0.772653,0.909451,
vt,0.088102,0.933921,
vt,0.08877,0.931598,
vt,0.088563,0.93277,
vt,0.086903,0.932202,
vt,0.770893,0.913093,
vt,0.770042,0.911483,
vt,0.088646,0.934315,
vt,0.086315,0.935968,
vt,0.981897,0.829875,
vt,0.977662,0.828172,
vt,0.98055,0.826111,
vt,0.371209,0.879951,
vt,0.371777,0.878936,
vt,0.982822,0.827181,
vt,0.982764,0.827503,
vt,0.984976,0.82772,
vt,0.372247,0.881127,
vt,0.370794,0.881795,
vt,0.525216,0.900074,
vt,0.528205,0.900033,
vt,0.528187,0.901744,
vt,0.855485,0.639984,
vt,0.853891,0.640333,
vt,0.852453,0.639717,
vt,0.850274,0.641627,
vt,0.850343,0.642318,
vt,0.919307,0.908728,
vt,0.92087,0.909613,
vt,0.525202,0.901317,
vt,0.527615,0.902799,
vt,0.530753,0.903272,
vt,0.857594,0.64047,
vt,0.984831,0.830519,
vt,0.924951,0.914885,
vt,0.081964,0.936344,
vt,0.980033,0.831677,
vt,0.977154,0.831122,
vt,0.974923,0.828846,
vt,0.370112,0.883317,
vt,0.371917,0.882341,
vt,0.860854,0.640077,
vt,0.087715,0.935566,
vt,0.081393,0.937585,
vt,0.986385,0.832251,
vt,0.988561,0.831316,
vt,0.090466,0.936192,
vt,0.089416,0.93396,
vt,0.899643,0.768368,
vt,0.896286,0.766717,
vt,0.899138,0.767818,
vt,0.892508,0.766808,
vt,0.896492,0.768043,
vt,0.895015,0.769657,
vt,0.479413,0.770253,
vt,0.479614,0.768334,
vt,0.481936,0.769012,
vt,0.892617,0.766275,
vt,0.888863,0.771914,
vt,0.886636,0.770013,
vt,0.890567,0.771635,
vt,0.481543,0.770352,
vt,0.481315,0.77228,
vt,0.860107,0.641631,
vt,0.983766,0.834017,
vt,0.988621,0.833861,
vt,0.986771,0.834692,
vt,0.98084,0.83314,
vt,0.890274,0.768587,
vt,0.893113,0.769987,
vt,0.983158,0.835714,
vt,0.069815,0.912231,
vt,0.069791,0.911277,
vt,0.070916,0.910799,
vt,0.070918,0.909406,
vt,0.06901,0.910483,
vt,0.070261,0.908833,
vt,0.068487,0.908973,
vt,0.067026,0.909763,
vt,0.485501,0.771308,
vt,0.484047,0.770281,
vt,0.48513,0.769031,
vt,0.071566,0.909525,
vt,0.863812,0.639907,
vt,0.475497,0.767897,
vt,0.47828,0.768757,
vt,0.475382,0.768809,
vt,0.472769,0.766872,
vt,0.473146,0.765148,
vt,0.475928,0.766265,
vt,0.474686,0.764487,
vt,0.858188,0.641883,
vt,0.897998,0.769844,
vt,0.890508,0.765452,
vt,0.482946,0.771557,
vt,0.486601,0.772892,
vt,0.861309,0.643676,
vt,0.478798,0.766015,
vt,0.483238,0.76852,
vt,0.860345,0.642997,
vt,0.820512,0.561304,
vt,0.82181,0.559282,
vt,0.823207,0.562414,
vt,0.125523,0.610223,
vt,0.121653,0.611304,
vt,0.121863,0.612816,
vt,0.123874,0.609504,
vt,0.923161,0.908912,
vt,0.924811,0.910632,
vt,0.123114,0.614416,
vt,0.120695,0.612998,
vt,0.831177,0.852416,
vt,0.832009,0.853535,
vt,0.832112,0.852352,
vt,0.480839,0.766868,
vt,0.832049,0.857208,
vt,0.832633,0.856371,
vt,0.831833,0.855459,
vt,0.830546,0.850167,
vt,0.829023,0.849519,
vt,0.831618,0.850646,
vt,0.82982,0.84881,
vt,0.124191,0.605761,
vt,0.124311,0.607315,
vt,0.828748,0.84953,
vt,0.119751,0.608915,
vt,0.126223,0.608055,
vt,0.397795,0.878887,
vt,0.398246,0.881121,
vt,0.400905,0.88236,
vt,0.123034,0.605581,
vt,0.122639,0.606971,
vt,0.121122,0.609918,
vt,0.744785,0.576651,
vt,0.749254,0.579444,
vt,0.74666,0.579683,
vt,0.826912,0.561151,
vt,0.825906,0.564147,
vt,0.825857,0.561933,
vt,0.826517,0.560421,
vt,0.827726,0.559398,
vt,0.532163,0.906756,
vt,0.530939,0.907564,
vt,0.532014,0.906899,
vt,0.920674,0.90912,
vt,0.919254,0.907591,
vt,0.290125,0.973729,
vt,0.289794,0.974929,
vt,0.288037,0.972607,
vt,0.120549,0.607211,
vt,0.529439,0.904615,
vt,0.529036,0.90617,
vt,0.526389,0.905973,
vt,0.819349,0.562007,
vt,0.820885,0.562983,
vt,0.818174,0.562744,
vt,0.531073,0.904878,
vt,0.291782,0.974089,
vt,0.29101,0.97345,
vt,0.120094,0.612137,
vt,0.118244,0.610342,
vt,0.534182,0.906522,
vt,0.823971,0.561427,
vt,0.528422,0.908276,
vt,0.534546,0.90552,
vt,0.53718,0.906315,
vt,0.90402,0.77089,
vt,0.902211,0.769955,
vt,0.905036,0.768987,
vt,0.812268,0.562624,
vt,0.816479,0.56475,
vt,0.813114,0.565004,
vt,0.902003,0.771542,
vt,0.901136,0.771128,
vt,0.812471,0.570042,
vt,0.811683,0.571062,
vt,0.811734,0.568859,
vt,0.811795,0.566042,
vt,0.81781,0.565716,
vt,0.815796,0.567123,
vt,0.815991,0.570771,
vt,0.817475,0.569081,
vt,0.818709,0.570728,
vt,0.814717,0.56842,
vt,0.820129,0.564125,
vt,0.816801,0.562523,
vt,0.899774,0.776281,
vt,0.900527,0.772763,
vt,0.901017,0.774858,
vt,0.898202,0.773772,
vt,0.901861,0.773387,
vt,0.899725,0.771448,
vt,0.897977,0.77199,
vt,0.900552,0.770258,
vt,0.90116,0.767784,
vt,0.487224,0.771922,
vt,0.817603,0.567978,
vt,0.485267,0.764922,
vt,0.485442,0.767778,
vt,0.483388,0.765385,
vt,0.482236,0.763984,
vt,0.483955,0.763136,
vt,0.481832,0.762931,
vt,0.489626,0.767871,
vt,0.487537,0.768755,
vt,0.488128,0.76691,
vt,0.862764,0.642908,
vt,0.487086,0.770039,
vt,0.488615,0.772637,
vt,0.476702,0.76422,
vt,0.476211,0.763156,
vt,0.479255,0.763515,
vt,0.482148,0.766096,
vt,0.475077,0.761849,
vt,0.474201,0.759996,
vt,0.476558,0.760648,
vt,0.477155,0.761855,
vt,0.89743,0.775212,
vt,0.894425,0.771634,
vt,0.473912,0.762744,
vt,0.895877,0.775165,
vt,0.895719,0.773224,
vt,0.069842,0.908185,
vt,0.070861,0.90766,
vt,0.897427,0.777504,
vt,0.898464,0.777849,
vt,0.88708,0.774297,
vt,0.890289,0.773963,
vt,0.890516,0.777279,
vt,0.891756,0.776801,
vt,0.892201,0.773238,
vt,0.887444,0.777417,
vt,0.894476,0.775699,
vt,0.893705,0.77772,
vt,0.474227,0.75883,
vt,0.472697,0.75957,
vt,0.068724,0.907385,
vt,0.893847,0.774432,
vt,0.984875,0.838292,
vt,0.981268,0.836742,
vt,0.983838,0.838052,
vt,0.776295,0.912202,
vt,0.774207,0.91275,
vt,0.778054,0.912721,
vt,0.985549,0.836764,
vt,0.977966,0.83493,
vt,0.978589,0.833957,
vt,0.97493,0.832964,
vt,0.887205,0.766243,
vt,0.46961,0.759097,
vt,0.299259,0.983455,
vt,0.29733,0.983755,
vt,0.297421,0.982792,
vt,0.989637,0.839626,
vt,0.987356,0.839401,
vt,0.989563,0.838949,
vt,0.066093,0.909816,
vt,0.06648,0.907488,
vt,0.991125,0.837545,
vt,0.991772,0.841885,
vt,0.979107,0.836505,
vt,0.980858,0.837227,
vt,0.067122,0.906572,
vt,0.06603,0.907355,
vt,0.06534,0.907476,
vt,0.065171,0.907315,
vt,0.987597,0.836441,
vt,0.990883,0.834868,
vt,0.804569,0.586619,
vt,0.800482,0.584705,
vt,0.804266,0.583727,
vt,0.99066,0.832435,
vt,0.992807,0.834275,
vt,0.891454,0.770997,
vt,0.322598,0.612562,
vt,0.32546,0.613086,
vt,0.323111,0.615813,
vt,0.309019,0.803679,
vt,0.306074,0.806654,
vt,0.30908,0.806748,
vt,0.890485,0.778912,
vt,0.310725,0.806353,
vt,0.307185,0.810794,
vt,0.310915,0.809945,
vt,0.892894,0.781811,
vt,0.89407,0.78196,
vt,0.892893,0.784181,
vt,0.891998,0.780682,
vt,0.895252,0.779737,
vt,0.890754,0.781801,
vt,0.889436,0.781514,
vt,0.897585,0.779379,
vt,0.895708,0.782493,
vt,0.889582,0.783672,
vt,0.305785,0.805061,
vt,0.304078,0.808874,
vt,0.312924,0.808262,
vt,0.304122,0.812547,
vt,0.307828,0.807865,
vt,0.308335,0.813849,
vt,0.312628,0.811992,
vt,0.315492,0.805707,
vt,0.316155,0.804901,
vt,0.311655,0.803012,
vt,0.317073,0.807765,
vt,0.313586,0.806338,
vt,0.318297,0.808566,
vt,0.317419,0.807118,
vt,0.308698,0.801091,
vt,0.310532,0.801048,
vt,0.322281,0.807811,
vt,0.31337,0.802918,
vt,0.312504,0.801277,
vt,0.321683,0.808955,
vt,0.046935,0.944033,
vt,0.04896,0.944631,
vt,0.049199,0.94399,
vt,0.046328,0.94314,
vt,0.046753,0.942516,
vt,0.046281,0.941579,
vt,0.045341,0.942179,
vt,0.047488,0.941725,
vt,0.045695,0.941227,
vt,0.311322,0.799318,
vt,0.044406,0.941573,
vt,0.043129,0.941402,
vt,0.043546,0.942346,
vt,0.304983,0.803687,
vt,0.302399,0.805838,
vt,0.049643,0.941085,
vt,0.04665,0.941355,
vt,0.049862,0.942079,
vt,0.047448,0.940659,
vt,0.046015,0.940583,
vt,0.888156,0.778344,
vt,0.887561,0.778996,
vt,0.886483,0.777952,
vt,0.067416,0.905317,
vt,0.066902,0.906325,
vt,0.063738,0.907807,
vt,0.30675,0.800429,
vt,0.044195,0.940743,
vt,0.886404,0.781733,
vt,0.887679,0.780261,
vt,0.895555,0.776383,
vt,0.043788,0.94315,
vt,0.899515,0.777356,
vt,0.900526,0.778673,
vt,0.810442,0.567534,
vt,0.808699,0.566831,
vt,0.808753,0.564527,
vt,0.878972,0.847829,
vt,0.878795,0.849178,
vt,0.880833,0.848965,
vt,0.887197,0.781838,
vt,0.044929,0.94062,
vt,0.480081,0.761546,
vt,0.479345,0.762209,
vt,0.47894,0.760387,
vt,0.487004,0.766748,
vt,0.809253,0.568845,
vt,0.817609,0.571926,
vt,0.904853,0.777396,
vt,0.904242,0.778637,
vt,0.81418,0.572839,
vt,0.818443,0.574015,
vt,0.903784,0.779545,
vt,0.905239,0.781179,
vt,0.819372,0.573173,
vt,0.820847,0.571569,
vt,0.820328,0.574276,
vt,0.821839,0.5689,
vt,0.822172,0.566999,
vt,0.824911,0.568959,
vt,0.825423,0.566236,
vt,0.824101,0.570186,
vt,0.819605,0.568433,
vt,0.820918,0.570146,
vt,0.823534,0.572612,
vt,0.830084,0.572909,
vt,0.828591,0.571475,
vt,0.830829,0.572083,
vt,0.828413,0.572622,
vt,0.826118,0.571578,
vt,0.82581,0.569972,
vt,0.829558,0.569916,
vt,0.827755,0.569673,
vt,0.826686,0.57327,
vt,0.824613,0.574008,
vt,0.826891,0.567198,
vt,0.827127,0.569539,
vt,0.828446,0.567463,
vt,0.826254,0.568027,
vt,0.826091,0.566115,
vt,0.831628,0.569703,
vt,0.82959,0.568123,
vt,0.830605,0.566543,
vt,0.831893,0.573042,
vt,0.175735,0.870606,
vt,0.177208,0.869514,
vt,0.177497,0.870727,
vt,0.143026,0.871735,
vt,0.144561,0.872109,
vt,0.14483,0.872662,
vt,0.144886,0.871397,
vt,0.143641,0.871031,
vt,0.146351,0.871307,
vt,0.146214,0.872159,
vt,0.145868,0.872138,
vt,0.840033,0.568305,
vt,0.841639,0.568822,
vt,0.838684,0.57109,
vt,0.145802,0.870795,
vt,0.14261,0.871941,
vt,0.142335,0.870587,
vt,0.844826,0.567856,
vt,0.843107,0.565583,
vt,0.844555,0.565787,
vt,0.144426,0.870349,
vt,0.83903,0.565837,
vt,0.838018,0.567464,
vt,0.841063,0.567298,
vt,0.836122,0.571172,
vt,0.835266,0.569948,
vt,0.836424,0.569959,
vt,0.836023,0.571834,
vt,0.833829,0.571903,
vt,0.8375,0.571826,
vt,0.831511,0.566294,
vt,0.833797,0.572756,
vt,0.832613,0.567892,
vt,0.833395,0.565061,
vt,0.177846,0.873341,
vt,0.179391,0.870777,
vt,0.180114,0.870827,
vt,0.177012,0.87379,
vt,0.832797,0.56366,
vt,0.831705,0.565025,
vt,0.833997,0.566744,
vt,0.833243,0.568593,
vt,0.837225,0.563448,
vt,0.839599,0.563256,
vt,0.834236,0.562199,
vt,0.835859,0.561755,
vt,0.837665,0.565635,
vt,0.836146,0.566858,
vt,0.842313,0.564706,
vt,0.840647,0.565887,
vt,0.837956,0.56175,
vt,0.846539,0.564848,
vt,0.830647,0.559657,
vt,0.832769,0.561185,
vt,0.829047,0.561763,
vt,0.145279,0.868905,
vt,0.830891,0.562904,
vt,0.534981,0.907134,
vt,0.829089,0.56456,
vt,0.824164,0.564726,
vt,0.533052,0.904313,
vt,0.820346,0.566333,
vt,0.827337,0.565768,
vt,0.172271,0.739289,
vt,0.171189,0.74507,
vt,0.167625,0.742005,
vt,0.530358,0.900935,
vt,0.530192,0.901769,
vt,0.489024,0.770794,
vt,0.490911,0.772682,
vt,0.833422,0.859296,
vt,0.832948,0.8581,
vt,0.832175,0.858354,
vt,0.834613,0.858236,
vt,0.835437,0.857775,
vt,0.834132,0.856931,
vt,0.570578,0.790418,
vt,0.571173,0.791749,
vt,0.569975,0.792898,
vt,0.835195,0.858726,
vt,0.83362,0.856274,
vt,0.834678,0.856892,
vt,0.832227,0.857991,
vt,0.834494,0.855688,
vt,0.835149,0.856341,
vt,0.834898,0.855172,
vt,0.833692,0.854642,
vt,0.832657,0.855024,
vt,0.832055,0.854097,
vt,0.832838,0.854134,
vt,0.832681,0.852937,
vt,0.833408,0.853564,
vt,0.833493,0.852126,
vt,0.832585,0.851522,
vt,0.831342,0.849513,
vt,0.837977,0.568844,
vt,0.835286,0.568992,
vt,0.844881,0.570234,
vt,0.35502,0.594632,
vt,0.35741,0.595859,
vt,0.35596,0.596741,
vt,0.344262,0.602199,
vt,0.342976,0.598319,
vt,0.343963,0.597758,
vt,0.346494,0.59486,
vt,0.347317,0.597969,
vt,0.344186,0.597111,
vt,0.344838,0.5992,
vt,0.843319,0.84999,
vt,0.841407,0.849597,
vt,0.84245,0.850884,
vt,0.843889,0.850951,
vt,0.840684,0.850228,
vt,0.842214,0.84905,
vt,0.844299,0.849317,
vt,0.843632,0.851443,
vt,0.143257,0.869648,
vt,0.833116,0.569775,
vt,0.174205,0.871269,
vt,0.17383,0.870104,
vt,0.175586,0.869711,
vt,0.489161,0.76497,
vt,0.484913,0.761051,
vt,0.573416,0.790191,
vt,0.35138,0.602538,
vt,0.349855,0.599875,
vt,0.352098,0.598904,
vt,0.353304,0.604446,
vt,0.35039,0.595436,
vt,0.354461,0.600621,
vt,0.352711,0.596692,
vt,0.358897,0.602938,
vt,0.357562,0.603978,
vt,0.360797,0.60074,
vt,0.557284,0.675646,
vt,0.554478,0.675496,
vt,0.555407,0.678255,
vt,0.548716,0.675764,
vt,0.547947,0.680628,
vt,0.551202,0.677197,
vt,0.832998,0.846642,
vt,0.834974,0.848143,
vt,0.835617,0.846587,
vt,0.554044,0.679083,
vt,0.552388,0.680521,
vt,0.555872,0.681102,
vt,0.355221,0.609065,
vt,0.354768,0.604375,
vt,0.556791,0.678854,
vt,0.350347,0.603361,
vt,0.838962,0.85067,
vt,0.839765,0.851393,
vt,0.841453,0.850977,
vt,0.33853,0.605631,
vt,0.34048,0.605337,
vt,0.341162,0.608092,
vt,0.337872,0.602025,
vt,0.339046,0.601508,
vt,0.339954,0.600667,
vt,0.843018,0.852115,
vt,0.835156,0.849304,
vt,0.834569,0.85058,
vt,0.836476,0.849759,
vt,0.835256,0.848704,
vt,0.836963,0.848554,
vt,0.837473,0.848562,
vt,0.838845,0.847761,
vt,0.342901,0.603105,
vt,0.341755,0.600725,
vt,0.841695,0.847466,
vt,0.840644,0.84648,
vt,0.838646,0.849524,
vt,0.838498,0.849067,
vt,0.347389,0.5958,
vt,0.341553,0.599044,
vt,0.83607,0.85068,
vt,0.323116,0.603318,
vt,0.320625,0.604935,
vt,0.322315,0.601926,
vt,0.049328,0.93979,
vt,0.049553,0.940011,
vt,0.482021,0.760538,
vt,0.480479,0.761108,
vt,0.051267,0.941516,
vt,0.052725,0.941203,
vt,0.051775,0.94083,
vt,0.477665,0.758222,
vt,0.479365,0.759102,
vt,0.487775,0.763795,
vt,0.486679,0.759802,
vt,0.469845,0.756136,
vt,0.042929,0.940399,
vt,0.472752,0.75734,
vt,0.05398,0.940382,
vt,0.321478,0.605541,
vt,0.321759,0.601534,
vt,0.051109,0.940188,
vt,0.052472,0.942131,
vt,0.04502,0.943941,
vt,0.05191,0.942919,
vt,0.050785,0.94259,
vt,0.474854,0.757622,
vt,0.476393,0.7592,
vt,0.049738,0.943281,
vt,0.044679,0.939909,
vt,0.047086,0.939745,
vt,0.047324,0.945024,
vt,0.943578,0.771616,
vt,0.941396,0.772562,
vt,0.945494,0.773092,
vt,0.050631,0.943653,
vt,0.943272,0.768847,
vt,0.945764,0.766568,
vt,0.943769,0.766247,
vt,0.94788,0.770661,
vt,0.945139,0.770498,
vt,0.94801,0.771844,
vt,0.942085,0.77036,
vt,0.949034,0.769471,
vt,0.950367,0.771255,
vt,0.951539,0.770193,
vt,0.946607,0.768935,
vt,0.860028,0.775598,
vt,0.862601,0.777004,
vt,0.863661,0.776636,
vt,0.776407,0.971921,
vt,0.773574,0.973083,
vt,0.777367,0.973938,
vt,0.051706,0.939599,
vt,0.885673,0.779978,
vt,0.884364,0.781932,
vt,0.884189,0.778525,
vt,0.859179,0.7741,
vt,0.857375,0.775275,
vt,0.05342,0.940253,
vt,0.331717,0.602106,
vt,0.330169,0.598815,
vt,0.332707,0.601404,
vt,0.048994,0.939461,
vt,0.323911,0.60119,
vt,0.326657,0.599568,
vt,0.325435,0.601837,
vt,0.318848,0.604701,
vt,0.320029,0.603361,
vt,0.884938,0.784417,
vt,0.566471,0.787536,
vt,0.567038,0.784921,
vt,0.569827,0.786688,
vt,0.564135,0.787546,
vt,0.568338,0.790564,
vt,0.564557,0.783811,
vt,0.561571,0.783018,
vt,0.559844,0.784235,
vt,0.483328,0.758005,
vt,0.488819,0.761357,
vt,0.883202,0.782035,
vt,0.883455,0.778003,
vt,0.773103,0.971467,
vt,0.884677,0.77688,
vt,0.886526,0.777448,
vt,0.472942,0.754923,
vt,0.47167,0.753874,
vt,0.47413,0.753949,
vt,0.4842,0.754378,
vt,0.48096,0.756476,
vt,0.068426,0.90487,
vt,0.068803,0.90571,
vt,0.067798,0.906048,
vt,0.478004,0.756644,
vt,0.478555,0.755314,
vt,0.476241,0.755042,
vt,0.836978,0.855461,
vt,0.836531,0.854243,
vt,0.836016,0.85716,
vt,0.835369,0.8556,
vt,0.835479,0.852512,
vt,0.834295,0.854074,
vt,0.835525,0.853536,
vt,0.475857,0.756739,
vt,0.244933,0.780471,
vt,0.24522,0.781,
vt,0.244855,0.780129,
vt,0.777627,0.912471,
vt,0.779877,0.912761,
vt,0.047777,0.940024,
vt,0.067528,0.907766,
vt,0.469119,0.75403,
vt,0.468587,0.751816,
vt,0.77618,0.911172,
vt,0.776622,0.911025,
vt,0.774599,0.909551,
vt,0.296154,0.982879,
vt,0.469898,0.751713,
vt,0.984078,0.837409,
vt,0.779669,0.914075,
vt,0.777798,0.914175,
vt,0.471188,0.755716,
vt,0.57309,0.78647,
vt,0.399021,0.888264,
vt,0.398928,0.886069,
vt,0.397556,0.887594,
vt,0.396434,0.88863,
vt,0.832584,0.850316,
vt,0.397932,0.882873,
vt,0.399998,0.884362,
vt,0.400835,0.883684,
vt,0.833013,0.849054,
vt,0.833476,0.849552,
vt,0.831864,0.8485,
vt,0.833435,0.850664,
vt,0.835099,0.851084,
vt,0.834884,0.852043,
vt,0.835523,0.851576,
vt,0.550866,0.682172,
vt,0.546028,0.68217,
vt,0.551059,0.68339,
vt,0.545272,0.688372,
vt,0.547478,0.68848,
vt,0.546533,0.688415,
vt,0.396309,0.880093,
vt,0.547594,0.68734,
vt,0.546353,0.686615,
vt,0.866488,0.63866,
vt,0.864738,0.640569,
vt,0.868179,0.639391,
vt,0.065245,0.910672,
vt,0.065116,0.909333,
vt,0.774695,0.910789,
vt,0.126103,0.612563,
vt,0.127284,0.61025,
vt,0.39679,0.885074,
vt,0.398008,0.884458,
vt,0.86455,0.64137,
vt,0.395233,0.887041,
vt,0.396936,0.881657,
vt,0.24308,0.78013,
vt,0.243182,0.780485,
vt,0.39539,0.882797,
vt,0.393821,0.883778,
vt,0.545268,0.683518,
vt,0.549473,0.683957,
vt,0.55146,0.687459,
vt,0.554042,0.684516,
vt,0.395305,0.881713,
vt,0.871737,0.637229,
vt,0.869844,0.637202,
vt,0.395711,0.88066,
vt,0.925786,0.912315,
vt,0.927353,0.911492,
vt,0.926679,0.913057,
vt,0.127413,0.611537,
vt,0.868223,0.633614,
vt,0.866002,0.636992,
vt,0.394425,0.880793,
vt,0.392843,0.881365,
vt,0.126811,0.614357,
vt,0.927738,0.911731,
vt,0.92773,0.913344,
vt,0.928334,0.91339,
vt,0.927231,0.914902,
vt,0.928478,0.91554,
vt,0.928286,0.911303,
vt,0.927128,0.910417,
vt,0.546946,0.75235,
vt,0.545577,0.75342,
vt,0.547364,0.753533,
vt,0.128653,0.608862,
vt,0.92741,0.915388,
vt,0.070723,0.911728,
vt,0.774214,0.914898,
vt,0.924147,0.915252,
vt,0.126418,0.606269,
vt,0.127265,0.60737,
vt,0.127959,0.607456,
vt,0.128133,0.606409,
vt,0.546073,0.750713,
vt,0.130418,0.600266,
vt,0.546512,0.675939,
vt,0.548334,0.67263,
vt,0.544553,0.671476,
vt,0.677434,0.704274,
vt,0.677765,0.700994,
vt,0.674062,0.698366,
vt,0.678785,0.697026,
vt,0.673507,0.694144,
vt,0.510013,0.650418,
vt,0.517203,0.652443,
vt,0.670959,0.689901,
vt,0.679137,0.691993,
vt,0.522849,0.653977,
vt,0.5194,0.655603,
vt,0.523665,0.655976,
vt,0.51912,0.650873,
vt,0.524575,0.65188,
vt,0.689911,0.699803,
vt,0.686037,0.695775,
vt,0.681905,0.701267,
vt,0.681974,0.695496,
vt,0.54329,0.661865,
vt,0.545252,0.664098,
vt,0.547127,0.658096,
vt,0.684052,0.703899,
vt,0.542033,0.657543,
vt,0.547178,0.667527,
vt,0.393483,0.886473,
vt,0.393403,0.885915,
vt,0.390651,0.88597,
vt,0.390934,0.884472,
vt,0.387898,0.884714,
vt,0.388507,0.886529,
vt,0.390612,0.883013,
vt,0.389998,0.887223,
vt,0.392563,0.887298,
vt,0.390359,0.888183,
vt,0.389865,0.888905,
vt,0.393323,0.888705,
vt,0.394047,0.888481,
vt,0.871857,0.635484,
vt,0.874515,0.636879,
vt,0.39186,0.882006,
vt,0.986271,0.827713,
vt,0.552257,0.674266,
vt,0.468638,0.750473,
vt,0.323716,0.752517,
vt,0.326265,0.747389,
vt,0.327474,0.750011,
vt,0.862985,0.768716,
vt,0.861861,0.767417,
vt,0.860148,0.769334,
vt,0.070016,0.97369,
vt,0.067836,0.97553,
vt,0.071137,0.975927,
vt,0.330195,0.747373,
vt,0.330552,0.748755,
vt,0.327709,0.746194,
vt,0.323237,0.748744,
vt,0.321029,0.752886,
vt,0.320825,0.750524,
vt,0.554561,0.683141,
vt,0.836981,0.85208,
vt,0.556987,0.683338,
vt,0.557115,0.685162,
vt,0.566409,0.782195,
vt,0.568133,0.780697,
vt,0.564473,0.782023,
vt,0.836687,0.85308,
vt,0.838363,0.855954,
vt,0.550527,0.669404,
vt,0.835955,0.85359,
vt,0.838031,0.851133,
vt,0.568398,0.777601,
vt,0.565957,0.778968,
vt,0.838834,0.85349,
vt,0.837917,0.854165,
vt,0.838872,0.854723,
vt,0.561445,0.780537,
vt,0.332751,0.745435,
vt,0.332867,0.748737,
vt,0.331397,0.747479,
vt,0.334902,0.744666,
vt,0.332822,0.743105,
vt,0.559945,0.782071,
vt,0.55754,0.783495,
vt,0.558338,0.784737,
vt,0.328872,0.744811,
vt,0.331202,0.743639,
vt,0.330906,0.74498,
vt,0.557697,0.779793,
vt,0.559585,0.779099,
vt,0.555935,0.783112,
vt,0.864848,0.767735,
vt,0.864834,0.766361,
vt,0.328964,0.746464,
vt,0.32504,0.744243,
vt,0.882172,0.777387,
vt,0.862058,0.772012,
vt,0.863977,0.771065,
vt,0.323808,0.746421,
vt,0.473092,0.751613,
vt,0.476464,0.753283,
vt,0.865871,0.770441,
vt,0.864342,0.773704,
vt,0.868617,0.772057,
vt,0.862106,0.774411,
vt,0.482546,0.75381,
vt,0.55833,0.781234,
vt,0.566501,0.777374,
vt,0.563893,0.778092,
vt,0.334498,0.606869,
vt,0.333698,0.602146,
vt,0.335297,0.605725,
vt,0.328977,0.601109,
vt,0.331309,0.603715,
vt,0.329151,0.603048,
vt,0.33695,0.603662,
vt,0.333409,0.60416,
vt,0.33352,0.606152,
vt,0.096785,0.986886,
vt,0.102949,0.986615,
vt,0.097986,0.986322,
vt,0.865051,0.779319,
vt,0.861218,0.778292,
vt,0.86591,0.778917,
vt,0.884375,0.783658,
vt,0.86379,0.7785,
vt,0.861485,0.776746,
vt,0.951632,0.768578,
vt,0.9511,0.767065,
vt,0.948034,0.768064,
vt,0.556418,0.781916,
vt,0.952337,0.772378,
vt,0.953359,0.769818,
vt,0.953596,0.772495,
vt,0.947398,0.765141,
vt,0.327439,0.602539,
vt,0.329231,0.606383,
vt,0.324869,0.60307,
vt,0.86684,0.777783,
vt,0.864113,0.775686,
vt,0.868491,0.781202,
vt,0.866505,0.77938,
vt,0.86841,0.780646,
vt,0.32836,0.743239,
vt,0.83447,0.583763,
vt,0.835471,0.581721,
vt,0.835624,0.584285,
vt,0.868684,0.78119,
vt,0.866826,0.775564,
vt,0.869317,0.777152,
vt,0.954687,0.77172,
vt,0.868534,0.780112,
vt,0.560898,0.776812,
vt,0.563168,0.775012,
vt,0.335774,0.607612,
vt,0.335805,0.609072,
vt,0.337776,0.609158,
vt,0.337309,0.611185,
vt,0.338042,0.614044,
vt,0.335502,0.611654,
vt,0.331532,0.740307,
vt,0.330319,0.742004,
vt,0.554484,0.78017,
vt,0.337152,0.606219,
vt,0.843095,0.853649,
vt,0.841629,0.85336,
vt,0.842341,0.854246,
vt,0.343394,0.60556,
vt,0.839808,0.854632,
vt,0.84051,0.853978,
vt,0.838815,0.853091,
vt,0.340394,0.611669,
vt,0.339029,0.614029,
vt,0.338985,0.611572,
vt,0.336672,0.600798,
vt,0.841196,0.855168,
vt,0.339402,0.609162,
vt,0.841467,0.851883,
vt,0.839875,0.851998,
vt,0.352538,0.608433,
vt,0.351923,0.605338,
vt,0.838688,0.852264,
vt,0.353447,0.610954,
vt,0.56426,0.775304,
vt,0.838563,0.846088,
vt,0.361934,0.598044,
vt,0.364294,0.603618,
vt,0.362661,0.605855,
