what,x,y,z
vn,-0.1289,0.3624,-0.923
vn,-0.0439,0.2513,-0.9669
vn,-0.0643,-0.1348,-0.9888
vn,0.0649,0.5757,-0.8151
vn,0.9753,-0.0684,0.2099
vn,0.1402,0.9476,-0.2869
vn,0.0485,0.3745,-0.926
vn,0.6491,0.6394,-0.412
vn,0.9775,0.1969,0.076
vn,-0.3753,0.7697,0.5164
vn,-0.9214,-0.3655,0.1321
vn,-0.3912,0.1416,-0.9094
vn,0.9239,-0.3696,0.099
vn,0.908,0.3894,0.1544
vn,-0.7633,-0.4058,-0.5027
vn,-0.0482,-0.395,-0.9174
vn,0.968,0.0448,-0.2468
vn,0.5513,0.3326,-0.7652
vn,0.4549,-0.3971,0.7971
vn,0.7193,0.2994,0.6269
vn,0.2916,0.4832,-0.8255
vn,-0.4742,0.2589,-0.8415
vn,0.1999,0.1842,-0.9624
vn,0.6105,-0.7854,-0.1022
vn,-0.5965,0.5148,-0.6158
vn,-0.3664,0.7592,-0.538
vn,0.1382,-0.8272,0.5447
vn,0.4696,-0.2076,0.8581
vn,-0.298,0.5925,0.7484
vn,-0.4903,0.8151,-0.3085
vn,0.4984,0.8615,0.0967
vn,0.9849,0.1548,-0.0777
vn,0.5445,0.4072,-0.7333
vn,0.2551,-0.7521,0.6077
vn,0.166,-0.0378,0.9854
vn,0.44,0.5888,-0.678
vn,-0.0501,0.9574,-0.2843
vn,0.1063,-0.7018,0.7044
vn,0.2409,-0.7006,-0.6716
vn,0.9198,-0.0485,-0.3894
vn,-0.1914,0.0375,0.9808
vn,0.4402,0.8952,0.07
vn,0.7833,0.6213,-0.0199
vn,0.8327,0.3584,-0.4221
vn,-0.7937,-0.3778,-0.4769
vn,0.7558,0.2581,0.6018
vn,-0.532,-0.4047,-0.7438
vn,0.0034,0.9356,0.3531
vn,0.7248,0.6853,-0.0702
vn,-0.1247,-0.083,0.9887
vn,-0.4274,-0.7956,0.4293
vn,0.6919,0.5881,-0.4189
vn,0.6514,0.3164,0.6896
vn,-0.2178,0.9725,-0.0828
vn,-0.2802,0.744,-0.6066
vn,0.961,0.0364,-0.2742
vn,-0.3869,0.5666,-0.7275
vn,0.8168,0.0052,-0.5768
vn,0.8862,-0.4381,0.1504
vn,-0.2541,0.6785,-0.6893
vn,0.7048,-0.6286,0.3287
vn,-0.2105,-0.9363,-0.281
vn,-0.0627,0.8263,0.5597
vn,0.0516,0.7289,-0.6827
vn,0.0074,0.8803,0.4743
vn,0.3729,0.856,0.358
vn,-0.3585,0.2814,0.8901
vn,0.2162,0.7612,-0.6114
vn,0.8656,-0.499,0.0412
vn,0.9912,0.1224,-0.0506
vn,-0.4597,-0.8023,0.3808
vn,0.4485,-0.3645,0.8161
vn,0.8757,0.0753,-0.4769
vn,-0.9802,-0.0484,-0.1921
vn,-0.9594,0.0857,-0.2689
vn,0.129,0.1169,-0.9847
vn,-0.109,0.9858,0.1279
vn,-0.0052,1,-0.0081
vn,-0.0069,0.9999,0.0127
vn,0.2801,-0.5981,0.7509
vn,0.9325,-0.1235,-0.3394
vn,-0.0103,0.9999,-0.0077
vn,-0.3326,0.7532,-0.5674
vn,-0.4002,0.7875,-0.4687
vn,0.6287,-0.7719,-0.0942
vn,-0.4508,0.5075,-0.7343
vn,-0.9142,0.2836,0.2896
vn,0.8952,-0.3178,0.3124
vn,0.9038,0.0854,-0.4194
vn,-0.0486,0.1506,0.9874
vn,-0.308,0.1344,0.9418
vn,0.7326,-0.1159,0.6708
vn,0.3491,-0.5309,0.7721
vn,0.5328,-0.1377,0.835
vn,-0.2653,-0.3579,0.8953
vn,0.3779,0.2652,-0.8871
vn,0.4505,0.0751,0.8896
vn,0.3359,0.0489,0.9406
vn,0.5187,0.019,-0.8547
vn,0.2398,-0.4812,0.8432
vn,0.2904,-0.6606,0.6922
vn,0.8198,-0.1929,0.5391
vn,0.8246,-0.4285,0.3693
vn,-0.9951,-0.0167,-0.0976
vn,0.2001,0.825,0.5285
vn,0.7924,-0.3842,0.4737
vn,0.1699,0.9778,-0.1228
vn,0.9009,0.0834,-0.4259
vn,-0.211,-0.1457,0.9666
vn,0.2682,0.6737,0.6886
vn,-0.6998,-0.0656,0.7113
vn,0.8861,-0.013,-0.4633
vn,-0.9767,0.0531,0.208
vn,0.8672,-0.1911,0.4599
vn,0.8723,0.2285,-0.4322
vn,0.9339,-0.1084,-0.3407
vn,-0.3035,0.8956,-0.3253
vn,-0.3234,-0.0353,0.9456
vn,0.8666,0.0946,-0.49
vn,0.0727,-0.1866,-0.9797
vn,-0.3561,-0.2063,0.9114
vn,-0.2788,0.447,-0.85
vn,-0.0562,-0.3947,-0.9171
vn,0.1534,0.3159,-0.9363
vn,-0.0084,-0.2645,-0.9643
vn,-0.3107,0.3528,-0.8826
vn,0.0948,0.5501,-0.8297
vn,-0.3659,0.3588,-0.8587
vn,0.6622,0.4211,-0.6198
vn,-0.5433,-0.4659,-0.6984
vn,-0.301,-0.3055,-0.9034
vn,-0.714,-0.1704,-0.6791
vn,-0.5137,-0.4982,-0.6985
vn,0.5028,0.6756,-0.5392
vn,0.4197,0.9056,0.0615
vn,0.1537,0.4107,-0.8987
vn,-0.5002,-0.8625,0.0764
vn,0.522,0.8526,0.0251
vn,0.4466,0.8946,-0.0175
vn,-0.19,-0.1552,-0.9694
vn,0.2167,0.1536,-0.9641
vn,0.4245,0.9039,0.0523
vn,0.095,0.1197,-0.9883
vn,0.3322,0.8912,-0.3088
vn,0.5277,0.6675,-0.5253
vn,-0.3911,0.8865,-0.2473
vn,-0.0966,0.3267,-0.9402
vn,-0.5396,-0.4213,-0.7289
vn,-0.4187,-0.5888,-0.6914
vn,-0.4419,-0.8047,-0.3964
vn,0.0194,0.8496,-0.5271
vn,0.7071,0.52,0.4791
vn,0.5027,-0.179,0.8457
vn,0.8199,0.5278,0.2216
vn,0.5403,0.3998,0.7404
vn,0.8315,0.1027,0.546
vn,0.6865,-0.4378,0.5805
vn,0.572,0.7036,0.4217
vn,0.7531,-0.3992,-0.523
vn,0.5532,0.4758,-0.6838
vn,-0.9906,0.1195,-0.0661
vn,-0.8513,0.4654,-0.2423
vn,0.9585,0.1372,0.2499
vn,0.6437,0.4636,0.6089
vn,0.8554,0.302,0.4209
vn,0.6134,-0.2988,0.7311
vn,0.0156,0.9979,0.0631
vn,0.5568,-0.8302,-0.0272
vn,0.319,-0.3928,0.8625
vn,-0.0586,-0.1027,0.993
vn,0.0193,0.1046,0.9943
vn,-0.0054,0.9999,0.0099
vn,-0.8793,0.2568,0.401
vn,0.6735,-0.3032,0.6742
vn,-0.0307,0.9993,0.0218
vn,0.1726,0.9754,0.1373
vn,0.5149,-0.3943,-0.7612
vn,0.8692,-0.1385,0.4747
vn,0.123,0.992,0.0299
vn,0.0278,0.9964,0.0797
vn,0.9735,0.1113,0.1999
vn,0.9992,0.0361,0.0162
vn,-0.5939,-0.2155,-0.7751
vn,-0.0135,0.0626,-0.9979
vn,-0.0693,0.9975,-0.0116
vn,0.6878,0.1328,-0.7137
vn,0.7266,-0.05,-0.6853
vn,0.1366,-0.2204,-0.9658
vn,0.6065,0.0476,-0.7937
vn,-0.014,0.9999,0.0066
vn,0.0152,0.9981,0.0605
vn,-0.0799,0.9926,0.0919
vn,0.5606,0.8174,0.1329
vn,0.0346,0.9903,0.1345
vn,0.9973,0.0573,0.0453
vn,0.0862,0.9959,0.0264
vn,0.7918,0.5875,0.1669
vn,0.1715,0.9844,-0.0389
vn,0.9715,0.0062,-0.237
vn,-0.1486,0.9855,-0.0823
vn,0.0273,0.9993,0.0237
vn,0.064,0.9978,0.0185
vn,0.0637,0.9779,0.1991
vn,-0.0183,0.9998,0.01
vn,0.0299,0.2964,-0.9546
vn,0.503,0.4524,-0.7365
vn,-0.291,-0.9552,-0.0546
vn,-0.2342,0.4121,0.8805
vn,-0.9597,-0.1811,-0.2147
vn,-0.3758,-0.7291,-0.572
vn,-0.6942,0.6748,-0.2505
vn,-0.0417,0.9521,0.3028
vn,0.3729,-0.2521,0.893
vn,-0.7148,-0.644,-0.2727
vn,-0.522,0.3509,-0.7774
vn,-0.2449,0.202,-0.9483
vn,0.218,0.9522,-0.2141
vn,0.3393,0.6424,-0.6872
vn,0.269,0.8809,-0.3895
vn,-0.297,0.5239,-0.7983
vn,-0.616,0.2819,-0.7356
vn,-0.303,0.4982,-0.8124
vn,-0.633,0.4573,-0.6247
vn,0.2573,0.8838,-0.3907
vn,0.3288,0.9111,-0.2486
vn,0.5629,0.7661,0.3103
vn,-0.8187,0.5737,-0.0252
vn,0.2191,0.9437,0.2477
vn,0.2766,0.948,0.1573
vn,-0.4727,0.8623,-0.1815
vn,-0.0702,0.9868,0.146
vn,0.0598,0.0599,0.9964
vn,0.3089,0.3799,0.8719
vn,-0.0639,0.3824,0.9218
vn,0.3289,0.5352,0.778
vn,0.2271,0.7121,0.6643
vn,-0.2794,0.511,-0.8129
vn,-0.8424,-0.4665,-0.2697
vn,-0.9621,0.0411,0.2696
vn,0.4002,0.915,-0.0511
vn,-0.1363,0.1848,-0.9733
vn,0.0497,-0.0426,0.9979
vn,-0.0819,-0.2117,0.9739
vn,0.0106,-0.0037,0.9999
vn,-0.1241,-0.4591,0.8797
vn,-0.2317,-0.2799,0.9316
vn,-0.4635,-0.8516,0.245
vn,0.0869,-0.162,0.9829
vn,-0.4585,-0.6278,0.629
vn,-0.955,-0.1738,0.2402
vn,-0.3375,-0.5822,0.7397
vn,-0.2288,-0.4414,0.8676
vn,-0.167,-0.4781,0.8623
vn,0.0613,-0.3801,0.9229
vn,-0.0277,-0.9275,0.3728
vn,0.1075,-0.3917,0.9138
vn,-0.6056,-0.4725,0.6403
vn,-0.2698,-0.8591,0.435
vn,0.3428,-0.5372,0.7707
vn,-0.1811,-0.835,0.5196
vn,-0.0384,-0.8846,0.4647
vn,-0.1406,-0.968,-0.2076
vn,-0.3345,-0.4094,-0.8488
vn,-0.469,-0.4351,-0.7686
vn,-0.2661,-0.9152,-0.3026
vn,-0.1723,-0.9645,-0.2004
vn,0.098,0.3747,-0.9219
vn,0.1033,0.0547,-0.9931
vn,-0.744,0.2371,-0.6247
vn,-0.1733,-0.1993,-0.9645
vn,-0.8588,-0.1059,-0.5012
vn,0.2066,0.3362,-0.9188
vn,-0.016,-0.6248,-0.7807
vn,-0.1602,-0.4073,-0.8991
vn,-0.2169,-0.7834,0.5824
vn,-0.1392,-0.7312,0.6678
vn,0.0493,-0.9885,0.143
vn,-0.5034,-0.474,-0.7225
vn,-0.2828,-0.7306,0.6215
vn,0.1519,0.9628,-0.2235
vn,0.143,-0.0175,-0.9896
vn,0.3693,0.8351,-0.4077
vn,0.484,0.5721,-0.6621
vn,0.7664,0.3551,-0.5353
vn,0.6424,0.2374,-0.7287
vn,0.6591,0.3783,-0.65
vn,0.1368,0.097,-0.9858
vn,0.7299,0.5021,-0.4639
vn,0.0273,0.4213,-0.9065
vn,-0.5718,-0.7389,-0.3565
vn,-0.3393,-0.323,0.8835
vn,0.86,0.4523,-0.236
vn,-0.3229,-0.8494,0.4175
vn,0.2692,0.8107,-0.5199
vn,0.4814,0.8259,0.2934
vn,0.0113,-0.2405,0.9706
vn,-0.0626,-0.1255,0.9901
vn,-0.1586,-0.1285,0.9789
vn,0.0909,-0.3974,0.9131
vn,-0.2223,-0.2057,0.953
vn,-0.2584,-0.5135,0.8183
vn,-0.3206,-0.7073,0.6301
vn,-0.2104,-0.2906,0.9334
vn,0.0131,-0.0145,0.9998
vn,-0.2688,0.0772,0.9601
vn,-0.2952,-0.1562,0.9426
vn,-0.2403,-0.0148,0.9706
vn,-0.3131,-0.1463,0.9384
vn,-0.317,-0.008,0.9484
vn,-0.4032,-0.5023,0.7649
vn,-0.4907,-0.4104,0.7686
vn,-0.6817,-0.5298,0.5046
vn,-0.0684,-0.6127,0.7873
vn,0.8705,-0.4875,0.0675
vn,0.9502,0.2281,-0.2122
vn,0.2188,-0.7427,-0.6329
vn,0.1746,0.3536,-0.919
vn,0.1465,-0.9216,0.3595
vn,-0.2936,-0.5363,0.7913
vn,-0.2132,-0.1885,0.9586
vn,-0.1677,0.1358,0.9764
vn,0.2695,0.9613,0.0574
vn,-0.2363,0.0469,0.9705
vn,-0.0634,-0.6886,0.7224
vn,0.0375,0.782,0.6221
vn,-0.0675,-0.0112,0.9977
vn,-0.338,0.1037,0.9354
vn,0.3097,0.9058,-0.2892
vn,-0.0098,-0.0024,-0.9999
vn,0.2333,0.083,-0.9688
vn,0.2965,0.0079,-0.955
vn,-0.1266,0.1052,-0.9864
vn,-0.1391,-0.6241,0.7689
vn,-0.5472,0.6333,0.5472
vn,0.0071,0.0753,-0.9971
vn,-0.0902,0.6601,0.7458
vn,-0.7974,0.6015,-0.0479
vn,-0.0717,0.1695,0.9829
vn,-0.2563,-0.5085,0.8221
vn,0.3047,0.7865,-0.5372
vn,-0.0352,0.3821,0.9235
vn,0.1549,0.4187,0.8948
vn,0.1376,0.5503,0.8235
vn,-0.1795,0.4338,0.883
vn,0.2747,0.9425,0.1905
vn,0.381,0.909,0.1689
vn,0.3724,0.7096,0.5981
vn,-0.0717,0.3922,0.9171
vn,0.327,0.9059,0.269
vn,-0.5623,0.5354,0.6302
vn,0.1169,0.5678,0.8148
vn,-0.0851,0.6662,0.7409
vn,0.1787,0.9267,0.3306
vn,-0.2435,0.6505,-0.7194
vn,-0.0147,-0.1386,0.9902
vn,0.108,0.8126,-0.5727
vn,-0.196,0.6578,-0.7272
vn,-0.3417,0.8455,0.4103
vn,0.0364,0.6544,-0.7553
vn,-0.1873,0.7262,-0.6614
vn,0.0913,0.9889,-0.1169
vn,0.1365,0.9575,-0.2542
vn,-0.247,0.7722,-0.5854
vn,0.1578,0.12,-0.9801
vn,-0.0749,0.4554,0.8871
vn,0.0037,0.9456,0.3254
vn,-0.6611,-0.36,-0.6583
vn,-0.5076,0.8574,0.0849
vn,0.0095,-0.3237,-0.9461
vn,-0.045,-0.6195,-0.7837
vn,-0.444,-0.0805,-0.8924
vn,-0.7464,0.3927,-0.5373
vn,-0.3791,-0.1162,-0.918
vn,-0.7364,0.675,0.0456
vn,-0.1284,0.1085,-0.9858
vn,0.2802,0.9559,0.088
vn,0.1892,-0.1767,0.9659
vn,-0.6926,0.0209,-0.7211
vn,-0.2423,-0.2975,-0.9235
vn,-0.7761,0.397,-0.49
vn,-0.8372,-0.5415,-0.0768
vn,-0.5594,-0.1767,-0.8099
vn,-0.8945,0.4401,-0.0791
vn,-0.9126,-0.3939,-0.1098
vn,-0.7667,-0.5396,-0.3479
vn,-0.8302,0.0511,-0.5551
vn,-0.4994,-0.0391,-0.8655
vn,-0.65,0.7418,0.1652
vn,-0.3686,0.9118,-0.1812
vn,-0.3937,-0.2062,-0.8958
vn,-0.5934,0.1032,-0.7983
vn,0.3157,-0.2222,-0.9225
vn,0.2565,-0.6146,-0.746
vn,-0.6077,0.5068,-0.6115
vn,-0.4954,0.1234,-0.8599
vn,0.1643,0.322,-0.9324
vn,0.1901,0.2978,-0.9355
vn,-0.5013,-0.5482,-0.6695
vn,0.1244,0.6951,-0.708
vn,-0.0928,0.9936,0.0638
vn,0.1813,-0.0382,-0.9827
vn,-0.8085,-0.4601,-0.3669
vn,-0.1747,-0.0038,-0.9846
vn,-0.2448,-0.2183,-0.9447
vn,-0.3816,0.2611,-0.8867
vn,-0.4676,-0.3591,-0.8077
vn,-0.1579,-0.1057,-0.9818
vn,-0.2242,0.7904,-0.5701
vn,0.0558,-0.2327,-0.9709
vn,-0.9997,0.018,-0.0161
vn,-0.2869,0.9361,-0.2033
vn,-0.5582,0.4959,-0.6652
vn,-0.9573,-0.2883,0.0228
vn,0.3648,0.928,0.0765
vn,0.1243,0.9874,-0.0977
vn,0.0981,0.9878,-0.1212
vn,0.1423,0.9335,-0.3291
vn,0.1327,0.9234,-0.3603
vn,-0.3194,0.4091,-0.8547
vn,-0.0386,0.9986,-0.0364
vn,-0.2197,0.9746,-0.0429
vn,-0.045,0.9946,0.0936
vn,-0.4167,0.3288,-0.8475
vn,-0.5929,0.3441,-0.728
vn,-0.1195,-0.3227,-0.9389
vn,-0.6675,-0.1726,-0.7243
vn,-0.2828,0.9479,0.1469
vn,-0.0698,0.9956,-0.0622
vn,-0.7858,0.5039,-0.3588
vn,-0.581,-0.6311,-0.514
vn,-0.8959,-0.1477,-0.419
vn,-0.8095,0.2154,-0.5461
vn,0.0159,0.8916,-0.4525
vn,0.1433,0.467,-0.8725
vn,-0.7671,-0.2242,-0.6011
vn,-0.6541,-0.2437,-0.7161
vn,-0.4162,0.2535,-0.8732
vn,-0.1257,-0.1449,-0.9814
vn,-0.4256,0.2976,-0.8546
vn,-0.1411,0.9828,0.1189
vn,0.216,0.9743,-0.0636
vn,-0.3476,0.7298,0.5887
vn,-0.6503,0.5086,0.5643
vn,-0.6326,0.5593,0.5357
vn,-0.9574,0.0609,-0.2823
vn,-0.5447,0.8226,0.1629
vn,-0.5479,0.8205,0.1633
vn,-0.8949,0.3807,0.2328
vn,-0.7193,0.6615,0.2124
vn,-0.5645,0.8183,0.1084
vn,-0.3603,0.932,-0.0381
vn,-0.8414,0.3886,0.3755
vn,-0.5392,0.8126,0.2214
vn,-0.7572,0.5133,0.404
vn,-0.8377,0.3723,0.3997
vn,-0.7326,0.5347,-0.4211
vn,0.322,0.8122,-0.4864
vn,-0.1796,0.9837,-0.0043
vn,-0.7399,0.5949,0.3139
vn,-0.6267,0.7785,0.0355
vn,-0.5886,0.5566,0.5863
vn,-0.4284,0.8929,-0.1381
vn,-0.2079,0.9763,-0.0605
vn,-0.0088,0.9736,-0.2282
vn,-0.1006,0.8923,-0.4402
vn,-0.1276,0.8681,0.4796
vn,0.0288,0.9456,0.3242
vn,0.205,0.9759,0.0747
vn,-0.4363,0.7791,-0.4501
vn,0.1036,0.9883,-0.1119
vn,0.1996,0.9116,0.3594
vn,0.0566,0.9244,0.3771
vn,-0.1541,0.7504,0.6428
vn,0.1256,0.9678,-0.2182
vn,-0.176,0.9742,-0.141
vn,0.7245,0.5522,-0.4125
vn,-0.3217,0.6008,0.7318
vn,-0.3989,0.6937,0.5998
vn,-0.3573,0.2882,-0.8884
vn,0.7479,-0.477,-0.4617
vn,0.5296,-0.3674,-0.7645
vn,-0.9715,0.0738,0.2253
vn,-0.9716,0.0623,0.2284
vn,-0.1761,-0.2613,-0.9491
vn,-0.5512,0.0759,-0.8309
vn,0.0476,0.7625,-0.6452
vn,-0.8434,0.1099,-0.5259
vn,-0.5431,0.0244,-0.8393
vn,-0.863,-0.4878,-0.1315
vn,-0.4313,-0.6084,-0.6662
vn,-0.1033,-0.6452,-0.757
vn,-0.6346,-0.7129,-0.2983
vn,0.2791,0.9562,0.0881
vn,-0.5239,-0.8245,0.2139
vn,-0.0015,-0.3501,0.9367
vn,-0.2743,-0.4961,-0.8238
vn,-0.6818,-0.6416,-0.3514
vn,-0.1716,-0.6531,-0.7376
vn,-0.3127,-0.9485,-0.0515
vn,-0.2549,-0.921,-0.2946
vn,-0.5693,-0.5114,-0.6437
vn,-0.1002,-0.7668,-0.634
vn,-0.5419,-0.7001,-0.4649
vn,0.0963,-0.9199,0.3801
vn,-0.124,-0.9901,0.0654
vn,0.1897,-0.9596,-0.2079
vn,0.4449,-0.8949,0.0356
vn,0.0994,-0.922,0.3742
vn,-0.4001,-0.7182,0.5693
vn,-0.0376,-0.9895,-0.1393
vn,-0.4635,-0.8532,0.2393
vn,-0.3501,-0.9237,0.1558
vn,0.0337,-0.9928,0.1148
vn,-0.8587,-0.4853,0.1648
vn,-0.0324,-0.987,-0.1574
vn,0.0993,0.205,-0.9737
vn,-0.1229,-0.9898,-0.0718
vn,0.1607,-0.9778,0.1345
vn,-0.111,-0.8917,-0.4388
vn,0.437,-0.8579,0.2704
vn,0.1794,-0.9818,-0.0626
vn,-0.1101,-0.7063,-0.6993
vn,-0.3135,-0.399,-0.8617
vn,-0.678,-0.663,0.3176
vn,-0.6792,-0.6022,0.4196
vn,-0.295,-0.6745,-0.6768
vn,-0.0639,-0.881,-0.4688
vn,0.0529,-0.968,-0.2453
vn,-0.7091,-0.6909,0.1413
vn,0.0638,-0.9956,0.0683
vn,-0.1984,-0.9786,0.0541
vn,-0.6135,-0.742,0.2702
vn,0.2343,-0.9715,-0.0362
vn,-0.684,-0.7267,0.0635
vn,-0.4198,-0.7337,-0.5343
vn,0.1282,-0.7917,-0.5974
vn,-0.4089,-0.7037,-0.5811
vn,-0.7819,-0.5473,0.2986
vn,-0.8156,-0.5717,-0.0895
vn,-0.8077,-0.5829,-0.0885
vn,-0.6716,-0.5926,0.4446
vn,-0.7902,-0.4305,0.4362
vn,-0.3307,-0.8105,0.4835
vn,-0.8017,-0.5953,-0.0541
vn,-0.836,-0.5482,0.0229
vn,-0.722,-0.5836,0.3717
vn,-0.6568,-0.6418,0.3959
vn,-0.5606,-0.8257,-0.0625
vn,-0.4908,-0.8581,0.1509
vn,-0.8311,-0.5257,0.1815
vn,-0.6706,-0.7231,0.1657
vn,0.032,-0.6106,-0.7913
vn,0.2252,-0.9743,-0.0051
vn,-0.6677,-0.7243,-0.1721
vn,-0.9946,0.0543,-0.0881
vn,-0.4532,-0.724,0.5201
vn,-0.5724,-0.4779,-0.6663
vn,0.6604,0.6524,0.3717
vn,-0.6606,-0.6556,-0.3657
vn,-0.8049,-0.1451,-0.5754
vn,-0.1355,-0.6592,-0.7396
vn,-0.1916,0.5029,-0.8428
vn,-0.418,-0.4557,-0.7859
vn,-0.0448,0.2037,-0.978
vn,-0.0173,0.2139,-0.9767
vn,-0.3372,0.1843,-0.9232
vn,-0.7419,0.646,0.1796
vn,0.1728,0.4305,-0.8859
vn,-0.5378,0.6322,-0.5577
vn,-0.4707,-0.6719,-0.5718
vn,-0.0776,-0.986,0.1473
vn,-0.0021,-0.9293,0.3694
vn,-0.9827,-0.1328,-0.1294
vn,-0.5888,0.7798,-0.2126
vn,-0.4628,-0.8835,0.072
vn,-0.7767,0.4974,0.3864
vn,-0.206,0.9782,0.0249
vn,-0.9048,-0.338,0.2591
vn,-0.8689,-0.3804,0.3168
vn,-0.0959,0.98,0.1741
vn,-0.7438,-0.5521,0.3769
vn,-0.5322,-0.7905,0.303
vn,-0.0871,0.9747,0.2056
vn,-0.1251,-0.8389,-0.5296
vn,-0.8397,-0.5092,-0.1886
vn,-0.7746,-0.5938,0.2178
vn,-0.5912,-0.714,0.3751
vn,-0.5617,-0.8272,0.0138
vn,-0.7492,-0.4203,0.5119
vn,-0.8311,-0.5433,-0.119
vn,-0.6662,-0.7448,-0.0392
vn,-0.8364,-0.5481,0.0097
vn,-0.7448,-0.656,0.1225
vn,-0.6645,-0.743,0.0798
vn,-0.804,-0.5946,-0.0121
vn,-0.9678,-0.2154,0.1306
vn,-0.9667,0.1971,0.163
vn,-0.6816,0.7315,0.0196
vn,0.126,0.9681,-0.2165
vn,-0.7435,-0.5346,-0.4018
vn,-0.7193,-0.4856,-0.4969
vn,-0.8926,-0.4414,-0.0914
vn,-0.7077,-0.4979,0.5014
vn,-0.6807,-0.6213,0.388
vn,-0.6448,-0.7611,0.0707
vn,-0.6245,-0.6603,0.4172
vn,-0.7411,-0.6614,0.1153
vn,-0.7791,-0.6145,0.1243
vn,-0.7084,-0.6948,0.1243
vn,0.1994,-0.0384,-0.9792
vn,-0.3201,-0.8987,-0.2996
vn,-0.99,-0.0373,-0.1357
vn,-0.9118,-0.2556,-0.3214
vn,-0.7728,-0.5794,-0.259
vn,-0.9506,-0.1605,-0.2656
vn,0.3682,0.0841,-0.9259
vn,-0.5993,-0.266,-0.755
vn,-0.8975,-0.3089,-0.3147
vn,-0.9621,-0.0997,0.2537
vn,-0.6774,-0.3917,-0.6226
vn,-0.674,-0.6897,-0.2646
vn,-0.289,-0.7655,-0.5749
vn,-0.5344,-0.6688,-0.5169
vn,-0.856,-0.4812,-0.1893
vn,-0.2728,0.9555,-0.1122
vn,-0.2317,0.9244,-0.3029
vn,-0.0903,0.9813,0.17
vn,-0.1754,-0.5756,-0.7987
vn,-0.5246,0.848,0.075
vn,-0.3404,0.6959,-0.6323
vn,0.5944,0.4298,-0.6796
vn,-0.1849,-0.5799,-0.7935
vn,-0.6592,0.7443,-0.1069
vn,0.4471,0.8922,0.0631
vn,-0.7096,-0.2458,-0.6603
vn,-0.897,0.2149,0.3863
vn,-0.5544,0.8258,0.1036
vn,-0.671,-0.2135,0.71
vn,-0.9698,0.2438,-0.0094
vn,-0.9095,0.4019,0.1061
vn,-0.783,0.6059,0.1404
vn,-0.3614,0.911,0.1984
vn,-0.4647,-0.0481,-0.8841
vn,-0.7342,0.6,0.3178
vn,-0.3635,0.9231,-0.1257
vn,-0.7643,0.5747,0.2927
vn,-0.6915,0.7036,-0.1638
vn,-0.7834,0.555,0.2799
vn,0.254,0.7413,-0.6213
vn,0.4028,0.7872,-0.467
vn,-0.6916,-0.5313,0.4893
vn,0.0037,0.9951,-0.0983
vn,-0.7444,0.6403,0.1895
vn,-0.3236,0.8753,-0.3593
vn,-0.2691,0.9484,0.1677
vn,-0.7861,0.6136,-0.0744
vn,-0.3168,0.9377,-0.1425
vn,0.2054,0.9765,-0.0654
vn,0.1765,0.973,-0.1487
vn,-0.5852,0.8107,-0.0158
vn,-0.8531,0.4887,0.1828
vn,-0.9088,-0.4059,0.0966
vn,-0.2848,0.9553,0.0788
vn,-0.6419,0.6996,0.3139
vn,0.047,0.3465,-0.9369
vn,-0.3147,0.8444,-0.4336
vn,-0.3459,0.7879,-0.5096
vn,-0.3738,0.9147,0.1533
vn,-0.7132,0.6975,0.0696
vn,-0.914,0.1618,0.372
vn,-0.6924,0.7177,0.0736
vn,-0.3402,0.929,-0.1454
vn,-0.3971,0.8973,0.1925
vn,-0.9385,-0.0977,0.3312
vn,-0.831,-0.1869,0.5239
vn,-0.849,-0.3319,0.4112
vn,-0.0881,0.9568,-0.2771
vn,-0.3756,0.9267,0.0096
vn,0.0141,0.9644,-0.2642
vn,-0.709,0.7026,0.0607
vn,-0.2658,0.964,-0.0086
vn,-0.7048,0.5786,0.4104
vn,-0.6687,0.6603,0.3419
vn,-0.0557,0.9584,0.2798
vn,-0.0268,0.724,-0.6892
vn,-0.0374,0.5592,-0.8282
vn,-0.2351,0.9697,0.066
vn,-0.4598,0.8533,0.2459
vn,-0.1988,0.9484,0.247
vn,-0.0637,0.969,0.2387
vn,-0.0732,0.9903,-0.1177
vn,-0.3318,0.7126,-0.6181
vn,-0.4255,0.8742,0.2339
vn,-0.2138,0.94,0.266
vn,-0.3571,0.7086,-0.6086
vn,0.5015,0.4008,-0.7667
vn,-0.0024,0.9375,0.348
vn,-0.3765,0.8586,-0.3479
vn,0.1824,0.7404,0.647
vn,0.0711,0.9972,0.0247
vn,-0.0056,0.6252,-0.7804
vn,0.2716,0.9601,0.0663
vn,0.3309,0.8463,-0.4175
vn,0.6527,0.6193,0.4365
vn,0.4243,0.8667,0.2623
vn,0.8432,0.474,0.2537
vn,0.416,0.8773,-0.2394
vn,0.0048,0.6112,0.7915
vn,0.0117,0.9534,-0.3014
vn,0.8759,-0.4773,0.0701
vn,0.2963,-0.8663,0.4022
vn,0.0736,0.9969,-0.0289
vn,0.9093,0.2761,-0.3115
vn,0.6491,0.7098,0.2736
vn,-0.0588,0.9964,-0.0611
vn,0.0222,0.9947,0.1003
vn,-0.0024,0.9951,0.0987
vn,-0.24,0.8779,0.4143
vn,0.2131,0.8949,0.3921
vn,0.8687,0.4187,0.2647
vn,0.607,0.2556,0.7525
vn,-0.0742,0.9548,-0.2877
vn,-0.4877,0.8454,-0.2177
vn,0.9139,0.2058,0.3499
vn,0.4204,0.4002,0.8143
vn,-0.0939,0.9693,-0.2274
